Ticker,Sector,Industry,Country,Market Cap,ATR,Prev Close P,Prev Close F,Price,Open,High,Low,Rel Vol,Ppro Time,Finviz Time
MYFW,Financial,Banks - Regional,USA,157.04M,0.82,19.46,,,,,,,,
MYGN,Healthcare,Diagnostics & Research,USA,1.93B,1.35,26.63,,,,,,,,
MYRG,Industrials,Engineering & Construction,USA,1.13B,2.51,65.79,,,,,,,,
MYSZ,Technology,Software - Application,Israel,13.33M,0.13,1.55,,,,,,,,
MYT,Consumer Cyclical,Restaurants,China,18.35M,0.19,2.26,,,,,,,,
NAII,Consumer Defensive,Packaged Foods,USA,84.54M,0.67,12.95,,,,,,,,
NAKD,Consumer Cyclical,Apparel Manufacturing,New Zealand,106.80M,0.07,0.44,,,,,,,,
NAOV,Healthcare,Medical Devices,USA,27.79M,0.14,1.38,,,,,,,,
NARI,Healthcare,Medical Devices,USA,5.06B,4.89,107.07,,,,,,,,
NATH,Consumer Cyclical,Restaurants,USA,239.50M,1.66,57.99,,,,,,,,
NATI,Technology,Software - Application,USA,5.89B,1.17,44.17,,,,,,,,
NATR,Consumer Defensive,Household & Personal Products,USA,309.43M,0.59,16.15,,,,,,,,
NAVI,Financial,Credit Services,USA,2.19B,0.45,11.28,,,,,,,,
NBAC,Financial,Shell Companies,China,142.13M,1.55,17.7,,,,,,,,
NBEV,Consumer Defensive,Beverages - Non-Alcoholic,USA,291.50M,0.18,2.92,,,,,,,,
NBIX,Healthcare,Biotechnology,USA,11.09B,3.94,116.91,,,,,,,,
NBLX,Energy,Oil & Gas Midstream,USA,1.15B,0.63,12.49,,,,,,,,
NBN,Financial,Banks - Regional,USA,213.89M,0.98,26.87,,,,,,,,
NBRV,Healthcare,Biotechnology,Ireland,69.36M,0.18,3.15,,,,,,,,
NBSE,Healthcare,Biotechnology,USA,242.12M,0.71,10.08,,,,,,,,
NBTB,Financial,Banks - Regional,USA,1.54B,1.05,35.05,,,,,,,,
NBTX,Healthcare,Biotechnology,France,654.11M,1.42,19,,,,,,,,
NCMI,Communication Services,Advertising Agencies,USA,295.74M,0.24,3.58,,,,,,,,
NCNA,Healthcare,Biotechnology,United Kingdom,292.66M,0.51,6.16,,,,,,,,
NCNO,Technology,Software - Application,USA,6.56B,3.42,72.25,,,,,,,,
NCSM,Energy,Oil & Gas Equipment & Services,USA,87.88M,1.98,37.08,,,,,,,,
NCTY,Communication Services,Electronic Gaming & Multimedia,China,113.37M,2.14,11.18,,,,,,,,
NDAQ,Financial,Financial Data & Stock Exchanges,USA,23.38B,2.74,140.42,,,,,,,,
NDLS,Consumer Cyclical,Restaurants,USA,401.05M,0.42,8.77,,,,,,,,
NDRA,Healthcare,Diagnostics & Research,USA,75.45M,0.21,2.33,,,,,,,,
NDSN,Industrials,Specialty Industrial Machinery,USA,11.65B,5.33,191.99,,,,,,,,
NEO,Healthcare,Diagnostics & Research,USA,6.57B,2.23,56.03,,,,,,,,
NEOG,Healthcare,Diagnostics & Research,USA,4.59B,2.38,86.17,,,,,,,,
NEON,Technology,Electronic Components,Sweden,107.81M,0.45,9.09,,,,,,,,
NEOS,Healthcare,Drug Manufacturers - Specialty & Generic,USA,43.18M,0.07,0.84,,,,,,,,
NEPH,Healthcare,Medical Instruments & Supplies,USA,80.11M,0.4,7.8,,,,,,,,
NEPT,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,255.11M,0.13,1.97,,,,,,,,
NERV,Healthcare,Biotechnology,USA,138.94M,0.19,3.28,,,,,,,,
NETE,Technology,Software - Infrastructure,USA,68.16M,1.68,13.66,,,,,,,,
NEWA,Industrials,Waste Management,China,40.81M,0.14,3.65,,,,,,,,
NEWT,Financial,Asset Management,USA,449.12M,0.56,20.86,,,,,,,,
NEXT,Energy,Oil & Gas E&P,USA,302.96M,0.26,2.8,,,,,,,,
NFBK,Financial,Banks - Regional,USA,704.78M,0.38,13.1,,,,,,,,
NFE,Utilities,Utilities - Regulated Gas,USA,8.89B,4.17,46.17,,,,,,,,
NFLX,Communication Services,Entertainment,USA,251.13B,19.8,565.17,,,,,,,,
NGACU,Financial,Shell Companies,USA,-,0.22,10.95,,,,,,,,
NGM,Healthcare,Biotechnology,USA,2.00B,1.61,28.6,,,,,,,,
NGMS,Communication Services,Electronic Gaming & Multimedia,Israel,751.50M,2.4,30,,,,,,,,
NH,Healthcare,Health Information Services,USA,434.93M,0.48,3.9,,,,,,,,
NHIC,Financial,Shell Companies,USA,179.92M,0.13,10.43,,,,,,,,
NHICU,Financial,Shell Companies,USA,-,0.19,10.9,,,,,,,,
NHLD,Financial,Capital Markets,USA,45.35M,0.17,3.26,,,,,,,,
NHTC,Consumer Cyclical,Internet Retail,Hong Kong,63.91M,0.14,5.5,,,,,,,,
NICE,Technology,Software - Application,Israel,17.15B,6.57,269.3,,,,,,,,
NICK,Financial,Credit Services,USA,107.06M,0.4,8.79,,,,,,,,
NISN,Industrials,Specialty Industrial Machinery,China,366.46M,1.65,21.71,,,,,,,,
NIU,Consumer Cyclical,Auto Manufacturers,China,3.55B,2.96,46.05,,,,,,,,
NK,Healthcare,Biotechnology,USA,1.93B,1.87,17.25,,,,,,,,
NKLA,Consumer Cyclical,Auto Manufacturers,USA,8.34B,1.41,20.12,,,,,,,,
NKSH,Financial,Banks - Regional,USA,212.23M,0.89,32.65,,,,,,,,
NKTR,Healthcare,Biotechnology,USA,3.11B,0.82,16.56,,,,,,,,
NKTX,Healthcare,Biotechnology,USA,1.65B,5.27,49.62,,,,,,,,
NLOK,Technology,Software - Infrastructure,USA,12.17B,0.48,20.67,,,,,,,,
NLTX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,553.88M,1.18,13.34,,,,,,,,
NMCI,Industrials,Marine Shipping,Monaco,187.04M,0.38,5.37,,,,,,,,
NMFC,Financial,Asset Management,USA,1.13B,0.22,11.7,,,,,,,,
NMIH,Financial,Insurance - Property & Casualty,USA,1.93B,1.13,22.57,,,,,,,,
NMRD,Healthcare,Medical Devices,USA,120.12M,0.34,5.06,,,,,,,,
NMRK,Real Estate,Real Estate Services,USA,1.32B,0.28,7.33,,,,,,,,
NMTR,Healthcare,Biotechnology,USA,253.31M,0.12,1.25,,,,,,,,
NNBR,Industrials,Conglomerates,USA,279.34M,0.37,6.22,,,,,,,,
NNDM,Technology,Computer Hardware,Israel,2.47B,1.14,14.39,,,,,,,,
NNOX,Healthcare,Medical Devices,Israel,3.23B,5.5,65.85,,,,,,,,
NOACU,Financial,Shell Companies,USA,-,0.36,11.85,,,,,,,,
NODK,Financial,Insurance - Property & Casualty,USA,372.46M,0.49,17.18,,,,,,,,
NOVN,Healthcare,Biotechnology,USA,150.42M,0.18,1.35,,,,,,,,
NOVS,Financial,Shell Companies,USA,316.63M,2.23,25.03,,,,,,,,
NOVSU,Financial,Shell Companies,USA,-,2.95,34.99,,,,,,,,
NOVT,Technology,Scientific & Technical Instruments,USA,4.79B,4.17,134.4,,,,,,,,
NPAUU,Financial,Shell Companies,USA,-,1.25,18.43,,,,,,,,
NRBO,Healthcare,Biotechnology,USA,86.34M,0.49,5.13,,,,,,,,
NRC,Healthcare,Diagnostics & Research,USA,1.22B,1.32,48.31,,,,,,,,
NRIM,Financial,Banks - Regional,USA,222.34M,1.3,34.74,,,,,,,,
NRIX,Healthcare,Biotechnology,USA,1.71B,5.43,46.05,,,,,,,,
NSEC,Financial,Insurance - Property & Casualty,USA,28.36M,0.59,11.21,,,,,,,,
NSIT,Technology,Information Technology Services,USA,2.93B,2.45,82.24,,,,,,,,
NSSC,Industrials,Security & Protection Services,USA,521.97M,0.94,28.87,,,,,,,,
NSTG,Healthcare,Biotechnology,USA,3.56B,4.95,78.92,,,,,,,,
NSYS,Technology,Electronic Components,USA,20.45M,0.65,7.25,,,,,,,,
NTAP,Technology,Computer Hardware,USA,14.73B,1.46,64.76,,,,,,,,
NTCT,Technology,Software - Infrastructure,USA,2.22B,0.91,30.11,,,,,,,,
NTEC,Healthcare,Biotechnology,Israel,17.61M,0.39,4.46,,,,,,,,
NTES,Communication Services,Internet Content & Information,China,80.45B,3.7,116.76,,,,,,,,
NTGR,Technology,Communication Equipment,USA,1.21B,1.47,38.94,,,,,,,,
NTIC,Basic Materials,Specialty Chemicals,USA,128.13M,0.76,14.3,,,,,,,,
NTLA,Healthcare,Biotechnology,USA,4.47B,6.98,74.36,,,,,,,,
NTNX,Technology,Software - Infrastructure,USA,6.89B,1.15,33.52,,,,,,,,
NTRA,Healthcare,Diagnostics & Research,USA,9.86B,5.54,119.75,,,,,,,,
NTRS,Financial,Asset Management,USA,20.35B,2.58,94.6,,,,,,,,
NTUS,Healthcare,Medical Devices,USA,915.96M,0.99,26.72,,,,,,,,
NTWK,Technology,Software - Application,USA,47.58M,0.21,4.07,,,,,,,,
NUAN,Technology,Software - Application,USA,14.30B,1.52,48.8,,,,,,,,
NURO,Healthcare,Medical Instruments & Supplies,USA,14.46M,0.35,4.18,,,,,,,,
NUVA,Healthcare,Medical Devices,USA,3.00B,2.11,56.93,,,,,,,,
NUZE,Consumer Defensive,Packaged Foods,USA,144.69M,0.78,10.02,,,,,,,,
NVAX,Healthcare,Biotechnology,USA,8.24B,9.81,126.98,,,,,,,,
NVCN,Healthcare,Medical Devices,Canada,37.54M,0.13,1.3,,,,,,,,
NVCR,Healthcare,Medical Instruments & Supplies,USA,18.38B,7.73,169.1,,,,,,,,
NVDA,Technology,Semiconductors,USA,348.52B,15.99,548.5,,,,,,,,
NVEC,Technology,Semiconductors,USA,342.19M,2.1,70.12,,,,,,,,
NVEE,Industrials,Engineering & Construction,USA,1.27B,4.04,94.35,,,,,,,,
NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,20.28M,0.3,3.38,,,,,,,,
NVIV,Healthcare,Biotechnology,USA,23.34M,0.14,1.4,,,,,,,,
NVMI,Technology,Semiconductor Equipment & Materials,Israel,2.24B,2.54,77.84,,,,,,,,
NWBI,Financial,Banks - Regional,USA,1.79B,0.34,13.86,,,,,,,,
NWE,Utilities,Utilities - Diversified,USA,2.76B,1.52,55.42,,,,,,,,
NWFL,Financial,Banks - Regional,USA,221.41M,1.09,25.42,,,,,,,,
NWL,Consumer Defensive,Household & Personal Products,USA,10.64B,0.54,24.8,,,,,,,,
NWLI,Financial,Insurance - Life,USA,761.48M,5.02,204.7,,,,,,,,
NWPX,Industrials,Metal Fabrication,USA,314.56M,1.21,32,,,,,,,,
NWS,Communication Services,Broadcasting,USA,10.73B,0.43,18.24,,,,,,,,
NWSA,Communication Services,Broadcasting,USA,10.89B,0.47,18.57,,,,,,,,
NXGN,Healthcare,Health Information Services,USA,1.56B,0.89,22.95,,,,,,,,
NXPI,Technology,Semiconductors,Netherlands,50.38B,5.16,172.3,,,,,,,,
NXST,Communication Services,Broadcasting,USA,4.74B,3.8,108,,,,,,,,
NXTC,Healthcare,Biotechnology,USA,397.80M,0.95,13.6,,,,,,,,
NXTD,Industrials,Security & Protection Services,USA,47.68M,0.25,1.27,,,,,,,,
NXTG,Financial,Exchange Traded Fund,USA,-,0.81,73.58,,,,,,,,
NYMT,Real Estate,REIT - Mortgage,USA,1.50B,0.1,3.94,,,,,,,,
NYMX,Healthcare,Biotechnology,Bahamas,183.84M,0.18,2.4,,,,,,,,
OAS,Energy,Oil & Gas E&P,USA,806.49M,1.92,39.36,,,,,,,,
OBAS,Real Estate,Real Estate Services,Israel,61.55M,0.51,11.8,,,,,,,,
OBCI,Industrials,Conglomerates,USA,122.61M,0.68,12.92,,,,,,,,
OBLN,Healthcare,Medical Devices,USA,50.93M,1.09,6.02,,,,,,,,
OBNK,Financial,Banks - Regional,USA,710.07M,1.04,30.28,,,,,,,,
OBSV,Healthcare,Biotechnology,Switzerland,146.79M,0.38,4.24,,,,,,,,
OCAXU,Financial,Shell Companies,USA,-,0.09,10.44,,,,,,,,
OCC,Technology,Communication Equipment,USA,30.14M,0.35,3.81,,,,,,,,
OCCI,Financial,Asset Management,USA,48.23M,0.49,13.47,,,,,,,,
OCFC,Financial,Banks - Regional,USA,1.23B,0.63,19.86,,,,,,,,
OCG,Consumer Cyclical,Internet Retail,China,101.71M,1.11,5.02,,,,,,,,
OCGN,Healthcare,Biotechnology,USA,346.84M,0.38,2.18,,,,,,,,
OCSI,Financial,Asset Management,USA,231.02M,0.13,7.76,,,,,,,,
OCSL,Financial,Credit Services,USA,809.12M,0.08,5.74,,,,,,,,
OCUL,Healthcare,Biotechnology,USA,1.59B,1.28,20.03,,,,,,,,
OCUP,Healthcare,Biotechnology,USA,113.95M,0.76,10.75,,,,,,,,
ODFL,Industrials,Trucking,USA,24.02B,5.04,204.61,,,,,,,,
ODP,Consumer Cyclical,Specialty Retail,USA,2.51B,2.08,47.51,,,,,,,,
ODT,Healthcare,Biotechnology,USA,788.78M,1.34,20.22,,,,,,,,
OEG,Utilities,Utilities - Diversified,USA,189.75M,0.56,5,,,,,,,,
OESX,Industrials,Electrical Equipment & Parts,USA,352.98M,0.75,11.01,,,,,,,,
OFED,Financial,Banks - Regional,USA,132.11M,0.9,23.3,,,,,,,,
OFIX,Healthcare,Medical Devices,USA,871.57M,1.7,43.93,,,,,,,,
OFLX,Industrials,Specialty Industrial Machinery,USA,1.52B,6.53,150.71,,,,,,,,
OFS,Financial,Asset Management,USA,93.44M,0.2,6.97,,,,,,,,
OGI,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,399.23M,0.14,1.72,,,,,,,,
OIIM,Technology,Electronic Components,Cayman Islands,312.59M,0.8,10.6,,,,,,,,
OKTA,Technology,Software - Infrastructure,USA,35.01B,8.94,264,,,,,,,,
OLB,Technology,Software - Application,USA,31.67M,0.5,5.27,,,,,,,,
OLD,Financial,Exchange Traded Fund,USA,-,0.45,30.7,,,,,,,,
OLED,Technology,Semiconductor Equipment & Materials,USA,11.96B,7.58,247.86,,,,,,,,
OLLI,Consumer Defensive,Discount Stores,USA,6.08B,3.78,94.49,,,,,,,,
OLMA,Healthcare,Biotechnology,USA,1.71B,2.94,44.95,,,,,,,,
OM,Healthcare,Medical Devices,USA,2.33B,2.96,54.32,,,,,,,,
OMAB,Industrials,Airports & Air Services,Mexico,2.12B,1.93,47.89,,,,,,,,
OMCL,Healthcare,Health Information Services,USA,5.26B,3.49,123.23,,,,,,,,
OMEG,Financial,Shell Companies,USA,127.68M,0.32,10.64,,,,,,,,
OMER,Healthcare,Biotechnology,USA,1.21B,0.95,19.67,,,,,,,,
OMEX,Industrials,Specialty Business Services,USA,84.40M,0.38,7.01,,,,,,,,
OMP,Energy,Oil & Gas Midstream,USA,485.86M,0.71,14.4,,,,,,,,
ON,Technology,Semiconductors,USA,15.83B,1.13,37.29,,,,,,,,
ONB,Financial,Banks - Regional,USA,3.03B,0.56,18.11,,,,,,,,
ONCR,Healthcare,Biotechnology,USA,562.75M,3.35,25.85,,,,,,,,
ONCS,Healthcare,Biotechnology,USA,204.68M,0.56,7.23,,,,,,,,
ONCT,Healthcare,Biotechnology,USA,279.24M,0.44,5.5,,,,,,,,
ONCY,Healthcare,Biotechnology,Canada,114.06M,0.21,2.55,,,,,,,,
ONDS,Technology,Communication Equipment,USA,305.36M,1.58,12.06,,,,,,,,
ONEM,Healthcare,Health Information Services,USA,6.69B,2.59,50.31,,,,,,,,
ONEQ,Financial,Exchange Traded Fund,USA,-,6.74,526.5,,,,,,,,
ONEW,Consumer Cyclical,Recreational Vehicles,USA,531.60M,1.98,35.02,,,,,,,,
ONTX,Healthcare,Biotechnology,USA,126.45M,0.1,0.71,,,,,,,,
ONVO,Healthcare,Diagnostics & Research,USA,101.17M,2.03,14.27,,,,,,,,
OPBK,Financial,Banks - Regional,USA,119.37M,0.27,7.9,,,,,,,,
OPCH,Healthcare,Medical Care Facilities,USA,3.44B,0.79,19.59,,,,,,,,
OPEN,Real Estate,Real Estate Services,USA,16.17B,2.46,29.14,,,,,,,,
OPGN,Healthcare,Diagnostics & Research,USA,53.45M,0.17,2.32,,,,,,,,
OPHC,Financial,Banks - Regional,USA,11.32M,0.3,3.7,,,,,,,,
OPI,Real Estate,REIT - Office,USA,1.18B,0.91,24.58,,,,,,,,
OPK,Healthcare,Diagnostics & Research,USA,2.94B,0.22,4.41,,,,,,,,
OPNT,Healthcare,Biotechnology,USA,39.93M,0.39,9.33,,,,,,,,
OPOF,Financial,Banks - Regional,USA,106.28M,0.76,20.36,,,,,,,,
OPRA,Technology,Software - Infrastructure,Norway,1.15B,0.47,9.75,,,,,,,,
OPRT,Financial,Credit Services,USA,484.10M,0.87,17.24,,,,,,,,
OPRX,Healthcare,Health Information Services,USA,682.40M,2.27,44.66,,,,,,,,
OPT,Healthcare,Biotechnology,Australia,495.94M,0.68,11.75,,,,,,,,
OPTN,Healthcare,Drug Manufacturers - Specialty & Generic,USA,216.60M,0.23,4.11,,,,,,,,
OPTT,Industrials,Electrical Equipment & Parts,USA,175.39M,0.53,5.6,,,,,,,,
ORBC,Communication Services,Telecom Services,USA,702.18M,0.55,9,,,,,,,,
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.34B,0.76,10.57,,,,,,,,
ORGS,Healthcare,Biotechnology,USA,151.56M,0.61,6.36,,,,,,,,
ORIC,Healthcare,Biotechnology,USA,1.09B,3.05,33,,,,,,,,
ORLY,Consumer Cyclical,Specialty Retail,USA,33.48B,10.81,457.31,,,,,,,,
ORMP,Healthcare,Biotechnology,USA,133.60M,0.3,5.53,,,,,,,,
ORPH,Healthcare,Biotechnology,Denmark,473.62M,0.53,13.65,,,,,,,,
ORRF,Financial,Banks - Regional,USA,213.08M,0.79,18.61,,,,,,,,
ORTX,Healthcare,Biotechnology,United Kingdom,575.84M,0.6,5.95,,,,,,,,
OSBC,Financial,Banks - Regional,USA,313.80M,0.38,10.63,,,,,,,,
OSIS,Technology,Electronic Components,USA,1.68B,2.17,92.61,,,,,,,,
OSMT,Healthcare,Biotechnology,USA,288.74M,0.32,4.46,,,,,,,,
OSN,Basic Materials,Steel,China,31.35M,0.11,4.7,,,,,,,,
OSPN,Technology,Software - Application,USA,1.01B,1.02,24.64,,,,,,,,
OSS,Technology,Computer Hardware,USA,69.32M,0.37,4,,,,,,,,
OSTK,Consumer Cyclical,Internet Retail,USA,3.13B,4.96,67.91,,,,,,,,
OSUR,Healthcare,Medical Instruments & Supplies,USA,987.82M,0.69,13.87,,,,,,,,
OSW,Consumer Cyclical,Leisure,Bahamas,656.23M,0.59,9.36,,,,,,,,
OTEL,Communication Services,Telecom Services,USA,39.73M,0.05,11.65,,,,,,,,
OTEX,Technology,Software - Application,Canada,12.81B,0.8,46.83,,,,,,,,
OTIC,Healthcare,Biotechnology,USA,260.65M,0.46,4.93,,,,,,,,
OTLK,Healthcare,Biotechnology,USA,170.51M,0.09,1.33,,,,,,,,
OTRK,Healthcare,Medical Care Facilities,USA,1.15B,5.92,71.85,,,,,,,,
OTTR,Utilities,Utilities - Diversified,USA,1.72B,1.05,41.6,,,,,,,,
OVBC,Financial,Banks - Regional,USA,115.39M,0.74,23.94,,,,,,,,
OVID,Healthcare,Biotechnology,USA,178.83M,0.16,2.71,,,,,,,,
OVLY,Financial,Banks - Regional,USA,134.37M,0.6,16.15,,,,,,,,
OXBR,Financial,Insurance - Reinsurance,Cayman Islands,12.27M,0.28,2.29,,,,,,,,
OXFD,Healthcare,Diagnostics & Research,United Kingdom,568.96M,0.66,21.9,,,,,,,,
OXLC,Financial,Closed-End Fund - Debt,USA,590.56M,0.21,6.54,,,,,,,,
OXSQ,Financial,Asset Management,USA,175.55M,0.13,3.54,,,,,,,,
OYST,Healthcare,Biotechnology,USA,535.06M,1.09,19.98,,,,,,,,
OZK,Financial,Banks - Regional,USA,4.69B,1.27,35.96,,,,,,,,
OZON,Consumer Cyclical,Internet Retail,Cyprus,9.20B,3.05,53.19,,,,,,,,
PAA,Energy,Oil & Gas Midstream,USA,6.75B,0.51,9.1,,,,,,,,
PAAS,Basic Materials,Silver,Canada,6.72B,1.6,30.22,,,,,,,,
PACB,Healthcare,Diagnostics & Research,USA,7.11B,3.35,37.42,,,,,,,,
PACW,Financial,Banks - Regional,USA,3.88B,1.22,31.83,,,,,,,,
PAE,Industrials,Specialty Business Services,USA,874.41M,0.42,9.35,,,,,,,,
PAGP,Energy,Oil & Gas Midstream,USA,1.80B,0.53,9.44,,,,,,,,
PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,USA,862.54M,0.66,21.25,,,,,,,,
PAICU,Financial,Shell Companies,USA,-,0.27,11.25,,,,,,,,
PAND,Healthcare,Biotechnology,USA,526.57M,1.4,18.12,,,,,,,,
PANL,Industrials,Marine Shipping,USA,132.55M,0.12,2.85,,,,,,,,
PASG,Healthcare,Biotechnology,USA,952.86M,2.42,19.81,,,,,,,,
PATI,Industrials,Trucking,USA,29.86M,0.29,8.86,,,,,,,,
PATK,Industrials,Building Products & Equipment,USA,1.74B,3.14,72.42,,,,,,,,
PAVM,Healthcare,Medical Devices,USA,162.13M,0.16,2.19,,,,,,,,
PAYA,Technology,Software - Application,USA,1.62B,0.57,13.97,,,,,,,,
PAYS,Industrials,Specialty Business Services,USA,254.00M,0.22,5,,,,,,,,
PAYX,Industrials,Staffing & Employment Services,USA,31.22B,1.83,86.87,,,,,,,,
PBCT,Financial,Banks - Regional,USA,6.08B,0.42,14.04,,,,,,,,
PBFS,Financial,Banks - Regional,USA,295.68M,0.33,11,,,,,,,,
PBHC,Financial,Banks - Regional,USA,57.59M,0.31,13,,,,,,,,
PBIP,Financial,Banks - Regional,USA,98.70M,0.55,12.2,,,,,,,,
PBLA,Healthcare,Biotechnology,USA,36.97M,0.3,4.04,,,,,,,,
PBPB,Consumer Cyclical,Restaurants,USA,123.75M,0.3,4.97,,,,,,,,
PBTS,Technology,Software - Application,China,129.95M,0.23,2.83,,,,,,,,
PBYI,Healthcare,Biotechnology,USA,452.06M,0.65,11.14,,,,,,,,
PCAR,Industrials,Farm & Heavy Construction Machinery,USA,34.67B,2.88,98.85,,,,,,,,
PCB,Financial,Banks - Regional,USA,184.14M,0.36,12.45,,,,,,,,
PCH,Real Estate,REIT - Specialty,USA,3.51B,1.55,52.77,,,,,,,,
PCOM,Communication Services,Internet Content & Information,Canada,201.79M,0.79,14.66,,,,,,,,
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,3.09B,3.23,67.86,,,,,,,,
PCSA,Healthcare,Biotechnology,USA,70.78M,0.61,6.63,,,,,,,,
PCSB,Financial,Banks - Regional,USA,261.35M,0.46,15.41,,,,,,,,
PCTI,Technology,Communication Equipment,USA,168.93M,0.63,8.78,,,,,,,,
PCTY,Technology,Software - Application,USA,11.17B,6.81,201.58,,,,,,,,
PCVX,Healthcare,Biotechnology,USA,1.29B,2.18,25.14,,,,,,,,
PCYG,Technology,Software - Application,USA,110.58M,0.36,5.7,,,,,,,,
PCYO,Utilities,Utilities - Regulated Water,USA,280.27M,0.42,11.61,,,,,,,,
PDBC,Financial,Exchange Traded Fund,USA,-,0.19,15.69,,,,,,,,
PDCE,Energy,Oil & Gas E&P,USA,2.65B,1.31,25.12,,,,,,,,
PDCO,Healthcare,Medical Distribution,USA,3.25B,1.33,32.5,,,,,,,,
PDD,Consumer Cyclical,Internet Retail,China,218.72B,10.14,171.89,,,,,,,,
PDEX,Healthcare,Medical Instruments & Supplies,USA,126.68M,1.87,32.4,,,,,,,,
PDFS,Technology,Software - Application,USA,841.48M,0.85,22.35,,,,,,,,
PDLB,Financial,Banks - Regional,USA,172.48M,0.37,9.8,,,,,,,,
PDP,Financial,Exchange Traded Fund,USA,-,1.2,90.66,,,,,,,,
PDSB,Healthcare,Biotechnology,USA,66.08M,0.17,2.83,,,,,,,,
PEBK,Financial,Banks - Regional,USA,133.16M,1.29,22.38,,,,,,,,
PEBO,Financial,Banks - Regional,USA,610.34M,0.86,31.38,,,,,,,,
PEGA,Technology,Software - Application,USA,11.51B,4.11,143.34,,,,,,,,
PEIX,Energy,Oil & Gas Refining & Marketing,USA,523.40M,0.56,6.75,,,,,,,,
PENN,Consumer Cyclical,Resorts & Casinos,USA,18.25B,6.44,109.41,,,,,,,,
PEP,Consumer Defensive,Beverages - Non-Alcoholic,USA,192.03B,2.12,138.59,,,,,,,,
PERI,Communication Services,Internet Content & Information,Israel,391.56M,1.3,13.9,,,,,,,,
PESI,Industrials,Waste Management,USA,78.39M,0.21,6.42,,,,,,,,
PETQ,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.00B,1.5,34.59,,,,,,,,
PETS,Healthcare,Pharmaceutical Retailers,USA,635.92M,1.42,30.87,,,,,,,,
PETZ,Consumer Defensive,Packaged Foods,China,104.47M,0.25,2.1,,,,,,,,
PEY,Financial,Exchange Traded Fund,USA,-,0.27,18.01,,,,,,,,
PEZ,Financial,Exchange Traded Fund,USA,-,1.84,87.52,,,,,,,,
PFBC,Financial,Banks - Regional,USA,773.26M,1.74,51.04,,,,,,,,
PFBI,Financial,Banks - Regional,USA,238.04M,0.65,15.88,,,,,,,,
PFC,Financial,Banks - Regional,USA,1.00B,0.84,26.64,,,,,,,,
PFF,Financial,Exchange Traded Fund,USA,-,0.24,38.38,,,,,,,,
PFG,Financial,Insurance - Diversified,USA,14.79B,1.25,53.46,,,,,,,,
PFHD,Financial,Banks - Regional,USA,229.44M,0.87,16.76,,,,,,,,
PFI,Financial,Exchange Traded Fund,USA,-,0.67,45.13,,,,,,,,
PFIE,Energy,Oil & Gas Equipment & Services,USA,53.30M,0.08,1.07,,,,,,,,
PFIN,Industrials,Tools & Accessories,USA,18.05M,0.42,5.9,,,,,,,,
PFIS,Financial,Banks - Regional,USA,295.36M,1.12,40.35,,,,,,,,
PFLT,Financial,Asset Management,USA,432.70M,0.24,11.16,,,,,,,,
PFM,Financial,Exchange Traded Fund,USA,-,0.3,33,,,,,,,,
PFMT,Industrials,Specialty Business Services,USA,73.49M,0.12,1.23,,,,,,,,
PFPT,Technology,Software - Infrastructure,USA,7.90B,4.08,137.96,,,,,,,,
PFSW,Industrials,Specialty Business Services,USA,151.85M,0.6,7.4,,,,,,,,
PGC,Financial,Banks - Regional,USA,490.75M,0.85,25.56,,,,,,,,
PGEN,Healthcare,Biotechnology,USA,1.84B,0.95,9.21,,,,,,,,
PGJ,Financial,Exchange Traded Fund,USA,-,1.67,72.5,,,,,,,,
PGNY,Healthcare,Health Information Services,USA,4.09B,2.16,50.24,,,,,,,,
PHAR,Healthcare,Biotechnology,Netherlands,885.02M,0.87,14.24,,,,,,,,
PHAS,Healthcare,Biotechnology,USA,131.63M,0.3,4.33,,,,,,,,
PHAT,Healthcare,Biotechnology,USA,1.26B,2.2,39.66,,,,,,,,
PHCF,Financial,Asset Management,China,36.21M,0.3,3.1,,,,,,,,
PHICU,Financial,Shell Companies,USA,-,0.2,10.87,,,,,,,,
PHIO,Healthcare,Biotechnology,USA,17.20M,0.21,2.89,,,,,,,,
PHO,Financial,Exchange Traded Fund,USA,-,0.73,48.9,,,,,,,,
PHUN,Technology,Software - Application,USA,59.11M,0.16,1.32,,,,,,,,
PI,Technology,Communication Equipment,USA,1.46B,3.27,61.22,,,,,,,,
PICO,Utilities,Utilities - Regulated Water,USA,178.89M,0.3,9.5,,,,,,,,
PID,Financial,Exchange Traded Fund,USA,-,0.24,16.1,,,,,,,,
PIE,Financial,Exchange Traded Fund,USA,-,0.31,24.61,,,,,,,,
PINC,Healthcare,Health Information Services,USA,4.28B,1.35,34.97,,,,,,,,
PIO,Financial,Exchange Traded Fund,USA,-,0.35,36.05,,,,,,,,
PIRS,Healthcare,Biotechnology,USA,162.65M,0.17,2.77,,,,,,,,
PIXY,Industrials,Staffing & Employment Services,USA,74.14M,0.29,3.37,,,,,,,,
